Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines,Old Location,New Location,Old Method Line,New Method Line
Rename Method,depth_to_space,_depth_to_space,lib/model/layers.py/SubPixelUpscaling,218.0,301.0,['The method depth_to_space from the module lib/model/layers.py in class SubPixelUpscaling is renamed to _depth_to_space'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,_postprocess_conv2d_output,_postprocess_conv2d_output,lib/model/layers.py/SubPixelUpscaling,230.0,312.0,['The parameters [ x ] of the method _postprocess_conv2d_output from the module lib/model/layers.py in class SubPixelUpscaling are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/model/losses.py/DSSIMObjective,72.0,90.0,['The parameters [ k1 k2 ] of the method __init__ from the module lib/model/losses.py in class DSSIMObjective are changed/renamed to [k_1 k_2]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,__int_shape,__int_shape,lib/model/losses.py/DSSIMObjective,96.0,101.0,['The parameters [ x ] of the method __int_shape from the module lib/model/losses.py in class DSSIMObjective are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,diff_x,_diff_x,lib/model/losses.py,494.0,399.0,['The method diff_x from the module lib/model/losses.py is renamed to _diff_x'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,diff_xx,_diff_xx,lib/model/losses.py,508.0,415.0,['The method diff_xx from the module lib/model/losses.py is renamed to _diff_xx'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,diff_xy,_diff_xy,lib/model/losses.py,522.0,431.0,['The method diff_xy from the module lib/model/losses.py is renamed to _diff_xy'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,diff_y,_diff_y,lib/model/losses.py,501.0,407.0,['The method diff_y from the module lib/model/losses.py is renamed to _diff_y'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,diff_yy,_diff_yy,lib/model/losses.py,515.0,423.0,['The method diff_yy from the module lib/model/losses.py is renamed to _diff_yy'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,gaussian,_gaussian,lib/model/losses.py,923.0,607.0,['The method gaussian from the module lib/model/losses.py is renamed to _gaussian'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,inner_loss,_inner_loss,lib/model/losses.py,210.0,283.0,['The method inner_loss from the module lib/model/losses.py is renamed to _inner_loss'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,make_kernel,_make_kernel,lib/model/losses.py,926.0,611.0,['The method make_kernel from the module lib/model/losses.py is renamed to _make_kernel'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,scale_mask,_scale_mask,lib/model/losses.py,191.0,251.0,['The method scale_mask from the module lib/model/losses.py is renamed to _scale_mask'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,func,func,lib/model/losses.py,937.0,623.0,['The parameters [ input_ ] of the method func from the module lib/model/losses.py are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,get_name,_get_name,lib/model/nn_blocks.py/NNBlocks,44.0,67.0,['The method get_name from the module lib/model/nn_blocks.py in class NNBlocks is renamed to _get_name'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,set_default_initializer,_set_default_initializer,lib/model/nn_blocks.py/NNBlocks,51.0,88.0,['The method set_default_initializer from the module lib/model/nn_blocks.py in class NNBlocks is renamed to _set_default_initializer'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,switch_kernel_initializer,_switch_kernel_initializer,lib/model/nn_blocks.py/NNBlocks,71.0,121.0,['The method switch_kernel_initializer from the module lib/model/nn_blocks.py in class NNBlocks is renamed to _switch_kernel_initializer'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,conv,conv,lib/model/nn_blocks.py/NNBlocks,94.0,192.0,['The parameters [ inp ] of the method conv from the module lib/model/nn_blocks.py in class NNBlocks are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,conv2d,conv2d,lib/model/nn_blocks.py/NNBlocks,80.0,149.0,['The parameters [ inp ] of the method conv2d from the module lib/model/nn_blocks.py in class NNBlocks are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,conv_sep,conv_sep,lib/model/nn_blocks.py/NNBlocks,190.0,382.0,['The parameters [ inp ] of the method conv_sep from the module lib/model/nn_blocks.py in class NNBlocks are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,res_block,res_block,lib/model/nn_blocks.py/NNBlocks,152.0,322.0,['The parameters [ inp ] of the method res_block from the module lib/model/nn_blocks.py in class NNBlocks are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Change/Rename Parameter,upscale,upscale,lib/model/nn_blocks.py/NNBlocks,117.0,253.0,['The parameters [ inp ] of the method upscale from the module lib/model/nn_blocks.py in class NNBlocks are changed/renamed to [input_tensor]'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,set_cpu_mode,_set_cpu_mode,lib/model/optimizers.py/Adam,26.0,60.0,['The method set_cpu_mode from the module lib/model/optimizers.py in class Adam is renamed to _set_cpu_mode'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Rename Method,update_1,_update_1,lib/model/optimizers.py/Adam,76.0,137.0,['The method update_1 from the module lib/model/optimizers.py in class Adam is renamed to _update_1'],815c843f63ea7cba29915c609550a4047a945794,,,,,,,
Add Parameter,handleImage,handleImage,scripts/extract.py/ExtractTrainingData,69.0,69.0,['The parameters [ filename ] are added to the method handleImage from the module scripts/extract.py in class ExtractTrainingData'],819d10702a8253aec228b8083cdd0857f28e548d,,,,,,,
Add Parameter,rename_faces,rename_faces,tools/lib_alignments/jobs.py/Rename,775.0,763.0,['The parameters [ details ] are added to the method rename_faces from the module tools/lib_alignments/jobs.py in class Rename'],838767fe15a5d77ea8efbef03383d80dcfdc1ec5,,,,,,,
Add Parameter,initialize,initialize,lib/FaceLandmarksExtractor/FaceLandmarksExtractor.py,108.0,108.0,['The parameters [ detector ] are added to the method initialize from the module lib/FaceLandmarksExtractor/FaceLandmarksExtractor.py'],83c36b9489a3e0c6c3d2b48309e75691ec544e5c,,,,,,,
Add Parameter,detect_faces,detect_faces,lib/faces_detect.py,3.0,3.0,['The parameters [ verbose ] are added to the method detect_faces from the module lib/faces_detect.py'],83c36b9489a3e0c6c3d2b48309e75691ec544e5c,,,,,,,
Remove Parameter,extract_args,extract_args,_travis/simple_tests.py,84.0,84.0,['The parameters [ masker ] of the method extract_args from the module _travis/simple_tests.py is/are removed'],8412941a642de336d0fa33e037a5a299cf1f3d7a,,,,,,,
Change Return Type,get_tf_version,get_tf_version,lib/utils.py,152.0,152.0,['The return type of method get_tf_version from the module lib/utils.py is updated'],84ae6006bb420ce263c3ef0adeebdc37f7b9379a,,,,,,,
Add Parameter,__init__,__init__,tools/preview.py/Patch,379.0,382.0,['The parameters [ available_masks ] are added to the method __init__ from the module tools/preview.py in class Patch'],86d039c24202d5d39f008e56b9b50a22adecfa8d,,,,,,,
Add Parameter,_generate_converter_arguments,_generate_converter_arguments,tools/preview.py/Patch,421.0,427.0,['The parameters [ available_masks ] are added to the method _generate_converter_arguments from the module tools/preview.py in class Patch'],86d039c24202d5d39f008e56b9b50a22adecfa8d,,,,,,,
Remove Parameter,__init__,__init__,tools/lib_alignments/jobs_manual.py/MouseHandler,767.0,768.0,['The parameters [ amd ] of the method __init__ from the module tools/lib_alignments/jobs_manual.py in class MouseHandler is/are removed'],86fc951e03d464aa4edb9c49db5982aae4b74185,,,,,,,
Remove Parameter,init_extractor,init_extractor,tools/lib_alignments/jobs_manual.py/MouseHandler,788.0,789.0,['The parameters [ amd ] of the method init_extractor from the module tools/lib_alignments/jobs_manual.py in class MouseHandler is/are removed'],86fc951e03d464aa4edb9c49db5982aae4b74185,,,,,,,
Add Parameter,__init__,__init__,plugins/extract/align/_base.py/AlignedFilter,537.0,541.0,['The parameters [ roll ] are added to the method __init__ from the module plugins/extract/align/_base.py in class AlignedFilter'],8776e21629dbe2b1992d4a8d3f75da5e7d12fce2,,,,,,,
Remove Parameter,__init__,__init__,lib/face_filter.py/FaceFilter,24.0,22.0,['The parameters [ loglevel ] of the method __init__ from the module lib/face_filter.py in class FaceFilter is/are removed'],88352b0268efe49b54c9bdfad4846317752991ed,,,,,,,
Remove Parameter,align_faces,align_faces,lib/face_filter.py/FaceFilter,52.0,59.0,['The parameters [ loglevel ] of the method align_faces from the module lib/face_filter.py in class FaceFilter is/are removed'],88352b0268efe49b54c9bdfad4846317752991ed,,,,,,,
Change/Rename Parameter,__init__,__init__,lib/faces_detect.py/DetectedFace,14.0,42.0,['The parameters [ landmarksXY ] of the method __init__ from the module lib/faces_detect.py in class DetectedFace are changed/renamed to [landmarks_xy]'],88352b0268efe49b54c9bdfad4846317752991ed,,,,,,,
